ID,Indicator,Country,"Country Code",Year,"Country Score","Country Color","Country Cateory","Created By","Created At"
3311,"Overall Score","No Country",EST,2019,2.034165496,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3312,"Overall Score","No Country",ETH,2019,3.931340936,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3313,"Overall Score","No Country",FIN,2019,1.489449467,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3314,"Overall Score","No Country",FRA,2019,2.395498415,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3315,"Overall Score","No Country",GAB,2019,2.924967125,#fdae61,High,Admin,"2024-11-20 10:04:39"
3316,"Overall Score","No Country",GBR,2019,1.692786308,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3317,"Overall Score","No Country",GEO,2019,2.484774621,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3318,"Overall Score","No Country",GHA,2019,3.016608945,#fdae61,High,Admin,"2024-11-20 10:04:39"
3319,"Overall Score","No Country",GIN,2019,4.253728719,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3320,"Overall Score","No Country",GMB,2019,3.525624888,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3321,"Overall Score","No Country",GTM,2019,3.399544976,#fdae61,High,Admin,"2024-11-20 10:04:39"
3322,"Overall Score","No Country",GUY,2019,3.133864839,#fdae61,High,Admin,"2024-11-20 10:04:39"
3323,"Overall Score","No Country",HTI,2019,3.455194945,#fdae61,High,Admin,"2024-11-20 10:04:39"
3324,"Overall Score","No Country",HUN,2019,2.397612317,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3325,"Overall Score","No Country",IRL,2019,1.610159594,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3326,"Overall Score","No Country",IRN,2019,3.025157320,#fdae61,High,Admin,"2024-11-20 10:04:39"
3327,"Overall Score","No Country",IRQ,2019,3.542258413,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3328,"Overall Score","No Country",ITA,2019,2.162969256,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3329,"Overall Score","No Country",JOR,2019,3.044564200,#fdae61,High,Admin,"2024-11-20 10:04:39"
3330,"Overall Score","No Country",JPN,2019,2.313056259,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3331,"Overall Score","No Country",KAZ,2019,2.134005025,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3332,"Overall Score","No Country",KEN,2019,3.921438213,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3333,"Overall Score","No Country",KGZ,2019,2.653508909,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3334,"Overall Score","No Country",KHM,2019,3.435537929,#fdae61,High,Admin,"2024-11-20 10:04:39"
3335,"Overall Score","No Country",KOR,2019,2.710469731,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3336,"Overall Score","No Country",KWT,2019,2.270044233,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3337,"Overall Score","No Country",LAO,2019,3.338856866,#fdae61,High,Admin,"2024-11-20 10:04:39"
3338,"Overall Score","No Country",LBR,2019,3.862197263,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3339,"Overall Score","No Country",LBY,2019,2.541250825,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3340,"Overall Score","No Country",LSO,2019,2.985089411,#fdae61,High,Admin,"2024-11-20 10:04:39"
3341,"Overall Score","No Country",LTU,2019,1.884972017,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3342,"Overall Score","No Country",LVA,2019,2.000198844,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3343,"Overall Score","No Country",MAR,2019,2.976821314,#fdae61,High,Admin,"2024-11-20 10:04:39"
3344,"Overall Score","No Country",MDA,2019,2.923545561,#fdae61,High,Admin,"2024-11-20 10:04:39"
3345,"Overall Score","No Country",MDG,2019,3.681593046,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3346,"Overall Score","No Country",MEX,2019,2.432549286,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3347,"Overall Score","No Country",MLI,2019,4.386017286,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3348,"Overall Score","No Country",MMR,2019,3.460300414,#fdae61,High,Admin,"2024-11-20 10:04:39"
3349,"Overall Score","No Country",MNE,2019,2.182771410,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3350,"Overall Score","No Country",MNG,2019,2.488340784,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3351,"Overall Score","No Country",MOZ,2019,3.810672458,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3352,"Overall Score","No Country",MRT,2019,3.894519552,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3353,"Overall Score","No Country",MWI,2019,3.622021438,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3354,"Overall Score","No Country",NAM,2019,3.279199210,#fdae61,High,Admin,"2024-11-20 10:04:39"
3355,"Overall Score","No Country",NER,2019,4.443842362,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3356,"Overall Score","No Country",NGA,2019,4.629323286,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3357,"Overall Score","No Country",NLD,2019,1.504598232,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3358,"Overall Score","No Country",NOR,2019,1.689455331,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3359,"Overall Score","No Country",NPL,2019,2.764475780,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3360,"Overall Score","No Country",PAK,2019,4.403221148,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3361,"Overall Score","No Country",PAN,2019,3.117818180,#fdae61,High,Admin,"2024-11-20 10:04:39"
3362,"Overall Score","No Country",PER,2019,2.535015911,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3363,"Overall Score","No Country",PNG,2019,3.823688936,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3364,"Overall Score","No Country",POL,2019,1.871452977,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3365,"Overall Score","No Country",PRY,2019,2.567420542,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3366,"Overall Score","No Country",ROU,2019,2.676647308,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3367,"Overall Score","No Country",RUS,2019,2.209475088,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3368,"Overall Score","No Country",RWA,2019,3.083592239,#fdae61,High,Admin,"2024-11-20 10:04:39"
3369,"Overall Score","No Country",SAU,2019,2.384012884,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3370,"Overall Score","No Country",SDN,2019,4.100372646,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3371,"Overall Score","No Country",SEN,2019,3.768396904,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3372,"Overall Score","No Country",SLE,2019,3.419438465,#fdae61,High,Admin,"2024-11-20 10:04:39"
3373,"Overall Score","No Country",SLV,2019,3.101933632,#fdae61,High,Admin,"2024-11-20 10:04:39"
3374,"Overall Score","No Country",SRB,2019,2.234841905,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3375,"Overall Score","No Country",SSD,2019,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3376,"Overall Score","No Country",SVK,2019,2.458915459,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3377,"Overall Score","No Country",SVN,2019,1.775105480,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3378,"Overall Score","No Country",SWE,2019,1.480179088,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3379,"Overall Score","No Country",SWZ,2019,2.801710865,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3380,"Overall Score","No Country",SYR,2019,3.196667065,#fdae61,High,Admin,"2024-11-20 10:04:39"
3381,"Overall Score","No Country",TCD,2019,4.890693228,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3382,"Overall Score","No Country",TGO,2019,3.316492530,#fdae61,High,Admin,"2024-11-20 10:04:39"
3383,"Overall Score","No Country",TJK,2019,3.172779978,#fdae61,High,Admin,"2024-11-20 10:04:39"
3384,"Overall Score","No Country",TLS,2019,2.940884989,#fdae61,High,Admin,"2024-11-20 10:04:39"
3385,"Overall Score","No Country",TUR,2019,2.514915618,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3386,"Overall Score","No Country",UKR,2019,2.181803212,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3387,"Overall Score","No Country",USA,2019,1.834175753,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3388,"Overall Score","No Country",UZB,2019,2.822940543,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3389,"Overall Score","No Country",VNM,2019,2.847338429,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3390,"Overall Score","No Country",YEM,2019,4.049414909,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3391,"Overall Score","No Country",ZAF,2019,2.450999598,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3392,"Overall Score","No Country",ZMB,2019,3.308016215,#fdae61,High,Admin,"2024-11-20 10:04:39"
3393,"Overall Score","No Country",ZWE,2019,3.319377699,#fdae61,High,Admin,"2024-11-20 10:04:39"
3394,"Overall Score","No Country",ARE,2021,2.351106485,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3395,"Overall Score","No Country",BHR,2021,1.690541893,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3396,"Overall Score","No Country",COL,2021,2.181827381,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3397,"Overall Score","No Country",CUB,2021,2.317284062,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3398,"Overall Score","No Country",CYP,2021,1.968126729,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3399,"Overall Score","No Country",DJI,2021,3.902287369,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3400,"Overall Score","No Country",DOM,2021,3.129905486,#fdae61,High,Admin,"2024-11-20 10:04:39"
3401,"Overall Score","No Country",ECU,2021,2.387042810,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3402,"Overall Score","No Country",ERI,2021,3.902287369,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3403,"Overall Score","No Country",ESP,2021,2.135488537,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3404,"Overall Score","No Country",GNB,2021,3.775876062,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3405,"Overall Score","No Country",GRC,2021,2.351106485,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3406,"Overall Score","No Country",HND,2021,3.492018895,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3407,"Overall Score","No Country",HRV,2021,2.228665290,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3408,"Overall Score","No Country",IDN,2021,2.611116363,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3409,"Overall Score","No Country",IND,2021,2.810925221,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3410,"Overall Score","No Country",ISL,2021,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3411,"Overall Score","No Country",ISR,2021,2.818278705,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3412,"Overall Score","No Country",JAM,2021,2.537572456,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3413,"Overall Score","No Country",LBN,2021,3.014792978,#fdae61,High,Admin,"2024-11-20 10:04:39"
3414,"Overall Score","No Country",LKA,2021,2.221715205,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3415,"Overall Score","No Country",MKD,2021,2.571040816,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3416,"Overall Score","No Country",MUS,2021,2.046704676,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3417,"Overall Score","No Country",MYS,2021,2.931635788,#fdae61,High,Admin,"2024-11-20 10:04:39"
3418,"Overall Score","No Country",NIC,2021,3.200894868,#fdae61,High,Admin,"2024-11-20 10:04:39"
3419,"Overall Score","No Country",NZL,2021,1.480179088,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3420,"Overall Score","No Country",OMN,2021,2.351106485,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3421,"Overall Score","No Country",PHL,2021,2.731712486,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3422,"Overall Score","No Country",PRK,2021,3.082192960,#fdae61,High,Admin,"2024-11-20 10:04:39"
3423,"Overall Score","No Country",PRT,2021,2.097438311,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3424,"Overall Score","No Country",PSE,2021,2.269801643,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3425,"Overall Score","No Country",QAT,2021,2.213011670,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3426,"Overall Score","No Country",SGP,2021,2.390738130,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3427,"Overall Score","No Country",SLB,2021,3.002590058,#fdae61,High,Admin,"2024-11-20 10:04:39"
3428,"Overall Score","No Country",THA,2021,2.550575041,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3429,"Overall Score","No Country",TKM,2021,3.438920171,#fdae61,High,Admin,"2024-11-20 10:04:39"
3430,"Overall Score","No Country",TTO,2021,2.327853569,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3431,"Overall Score","No Country",TUN,2021,2.232361891,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3432,"Overall Score","No Country",TZA,2021,4.065629681,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3433,"Overall Score","No Country",UGA,2021,3.472211318,#fdae61,High,Admin,"2024-11-20 10:04:39"
3434,"Overall Score","No Country",URY,2021,1.622216942,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3435,"Overall Score","No Country",VEN,2021,2.655155813,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3436,"Overall Score","No Country",VUT,2021,2.879619005,#fdae61,High,Admin,"2024-11-20 10:04:39"
3437,"Overall Score","No Country",GNQ,2021,2.801367494,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3438,"Overall Score","No Country",SOM,2021,3.938012303,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3439,"Overall Score","No Country",ARG,2020,1.822185971,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3440,"Overall Score","No Country",BDI,2017,4.556280587,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3441,"Overall Score","No Country",BEN,2018,3.877650897,#d73027,High,Admin,"2024-11-20 10:04:39"
3442,"Overall Score","No Country",BGD,2019,2.435562806,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3443,"Overall Score","No Country",BLR,2019,1.698205546,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3444,"Overall Score","No Country",CAF,2019,5.000000000,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3445,"Overall Score","No Country",CIV,2016,3.296900489,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3446,"Overall Score","No Country",COD,2018,3.792822186,#d73027,High,Admin,"2024-11-20 10:04:39"
3447,"Overall Score","No Country",CRI,2018,1.685154976,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3448,"Overall Score","No Country",CUB,2019,1.300163132,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3449,"Overall Score","No Country",DOM,2019,1.730831974,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3450,"Overall Score","No Country",DZA,2019,2.350734095,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3451,"Overall Score","No Country",ECU,2018,2.044045677,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3452,"Overall Score","No Country",EGY,2021,1.965742251,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3453,"Overall Score","No Country",GEO,2018,1.750407830,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3454,"Overall Score","No Country",GHA,2018,2.833605220,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3455,"Overall Score","No Country",GIN,2016,4.236541599,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3456,"Overall Score","No Country",GMB,2018,3.022838499,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3457,"Overall Score","No Country",GNB,2019,2.650897227,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3458,"Overall Score","No Country",HND,2019,2.683523654,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3459,"Overall Score","No Country",HTI,2017,2.996737357,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3460,"Overall Score","No Country",IRQ,2018,2.292006525,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3461,"Overall Score","No Country",JOR,2018,2.579119086,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3462,"Overall Score","No Country",KGZ,2018,2.631321370,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3463,"Overall Score","No Country",LAO,2017,1.613376835,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3464,"Overall Score","No Country",LSO,2018,2.455138662,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3465,"Overall Score","No Country",MDG,2018,3.107667210,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3466,"Overall Score","No Country",MEX,2021,2.429037520,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3467,"Overall Score","No Country",MKD,2019,1.698205546,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3468,"Overall Score","No Country",MNE,2018,1.613376835,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3469,"Overall Score","No Country",MNG,2018,2.305057096,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3470,"Overall Score","No Country",MWI,2020,3.518760196,#fdae61,High,Admin,"2024-11-20 10:04:39"
3471,"Overall Score","No Country",NGA,2021,4.353996737,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3472,"Overall Score","No Country",NPL,2019,3.244698206,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3473,"Overall Score","No Country",PRK,2017,1.704730832,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3474,"Overall Score","No Country",PRY,2016,2.070146819,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3475,"Overall Score","No Country",PSE,2020,1.900489396,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3476,"Overall Score","No Country",SEN,2019,3.120717781,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3477,"Overall Score","No Country",SLE,2017,3.936378467,#d73027,High,Admin,"2024-11-20 10:04:39"
3478,"Overall Score","No Country",SLV,2021,2.115823817,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3479,"Overall Score","No Country",SRB,2019,1.097879282,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3480,"Overall Score","No Country",TCD,2019,4.451876020,#d73027,"Very High",Admin,"2024-11-20 10:04:39"
3481,"Overall Score","No Country",TGO,2017,3.910277325,#d73027,High,Admin,"2024-11-20 10:04:39"
3482,"Overall Score","No Country",THA,2019,1.326264274,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3483,"Overall Score","No Country",TKM,2019,1.306688418,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3484,"Overall Score","No Country",TLS,2016,3.890701468,#d73027,High,Admin,"2024-11-20 10:04:39"
3485,"Overall Score","No Country",TUN,2018,2.207177814,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3486,"Overall Score","No Country",TUR,2018,2.435562806,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3487,"Overall Score","No Country",UGA,2016,3.225122349,#fdae61,Medium,Admin,"2024-11-20 10:04:39"
3488,"Overall Score","No Country",UZB,2022,1.900489396,#a6d96a,Low,Admin,"2024-11-20 10:04:39"
3489,"Overall Score","No Country",VNM,2021,2.324632953,#fee98b,Low,Admin,"2024-11-20 10:04:39"
3490,"Overall Score","No Country",ZWE,2019,2.729200653,#fee98b,Medium,Admin,"2024-11-20 10:04:39"
3491,"Overall Score",Afghanistan,AFG,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:39"
3492,"Overall Score",Angola,AGO,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3493,"Overall Score","No Country",ALB,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3494,"Overall Score","No Country",ARE,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3495,"Overall Score","No Country",ARM,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3496,"Overall Score","No Country",AUS,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3497,"Overall Score","No Country",AUT,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3498,"Overall Score","No Country",AZE,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3499,"Overall Score","No Country",BEL,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3500,"Overall Score","No Country",BFA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3501,"Overall Score","No Country",BGR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3502,"Overall Score","No Country",BHR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3503,"Overall Score","No Country",BIH,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3504,"Overall Score","No Country",BOL,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3505,"Overall Score","No Country",BRA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3506,"Overall Score","No Country",BTN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3507,"Overall Score","No Country",BWA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3508,"Overall Score","No Country",CAN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3509,"Overall Score","No Country",CHE,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3510,"Overall Score","No Country",CHL,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3511,"Overall Score","No Country",CHN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3512,"Overall Score","No Country",CMR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3513,"Overall Score","No Country",COG,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3514,"Overall Score","No Country",COL,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3515,"Overall Score","No Country",CYP,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3516,"Overall Score","No Country",CZE,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3517,"Overall Score","No Country",DEU,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3518,"Overall Score","No Country",DJI,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3519,"Overall Score","No Country",DNK,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3520,"Overall Score","No Country",ERI,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3521,"Overall Score","No Country",ESP,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3522,"Overall Score","No Country",EST,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3523,"Overall Score","No Country",ETH,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3524,"Overall Score","No Country",FIN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3525,"Overall Score","No Country",FRA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3526,"Overall Score","No Country",GAB,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3527,"Overall Score","No Country",GBR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3528,"Overall Score","No Country",GNQ,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3529,"Overall Score","No Country",GRC,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3530,"Overall Score","No Country",GTM,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3531,"Overall Score","No Country",GUY,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3532,"Overall Score","No Country",HRV,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3533,"Overall Score","No Country",HUN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3534,"Overall Score","No Country",IDN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3535,"Overall Score","No Country",IND,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3536,"Overall Score","No Country",IRL,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3537,"Overall Score","No Country",IRN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3538,"Overall Score","No Country",ISL,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3539,"Overall Score","No Country",ISR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3540,"Overall Score","No Country",ITA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3541,"Overall Score","No Country",JAM,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3542,"Overall Score","No Country",JPN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3543,"Overall Score","No Country",KAZ,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3544,"Overall Score","No Country",KEN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3545,"Overall Score","No Country",KHM,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3546,"Overall Score","No Country",KOR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3547,"Overall Score","No Country",KWT,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3548,"Overall Score","No Country",LBN,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3549,"Overall Score","No Country",LBR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3550,"Overall Score","No Country",LBY,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3551,"Overall Score","No Country",LKA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3552,"Overall Score","No Country",LTU,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3553,"Overall Score","No Country",LVA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3554,"Overall Score","No Country",MAR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3555,"Overall Score","No Country",MDA,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3556,"Overall Score","No Country",MLI,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
3557,"Overall Score","No Country",MMR,2022,1.000000000,#1a9850,"Very Low",Admin,"2024-11-20 10:04:40"
